NormDeltaOmega,ITERATIONS,ReturnsMean,ReturnsStd,RewardMean,Eta,ConfortViolation,DualAfter,DeltaOmega,DualReg,TimestepsStd,WeightMin,RewardStd,WeightMax,WeightMean,Primal,WeightMedian,LossReg,NormDeltaVar,Wins,Epsilon,Traj,TimestepsMean,Omega,DualBefore,OmegaBefore
0.003988402606302621,547,1533.2019236766366,47.8726808033814,7.639789884436684,1.6715763486986464,0,7.643222413739786,-0.003988402606302621,0.0,6.15805147741179,0.008572970842612946,0.08168082164187566,1.0,0.008572970842612946,7.643217706702531,0.8291861310694352,0.0,0.01506546380512342,99.60079840319361,0.001,501,200.6861167002012,6.838932189249152,7.6436594934894915,6.842920591855455
0.003516845557149928,548,1536.0260454499758,2.4952116270991582,7.642192238823036,1.6524997121929625,0,7.645541881377899,-0.003516845557149928,0.0,0.13456811770939714,0.008120229027164663,0.07750750545635038,1.0,0.008120229027164663,7.645537900778225,0.8287831146137201,0.0,0.08118215723274817,99.8,0.001,500,200.99395161290323,6.835415343692002,7.645959415782316,6.838932189249152
0.004532908205207242,549,1534.5916831293555,32.35497752220838,7.644266600433661,1.6787822590740844,0,7.64771295881339,-0.004532908205207242,0.0,4.12921339068429,0.008761878585216955,0.08197227826264458,1.0,0.008761878585216955,7.647707985006882,0.8331625321379232,0.0,0.06688995840172055,99.6,0.001,500,200.75,6.830882435486795,7.648159446614091,6.835415343692002
0.0041769653484102776,550,1534.450600916685,41.20012425304431,7.647763741932613,1.6837372577323193,0,7.65126388255098,-0.0041769653484102776,0.0,5.273970043108772,0.009016526152106207,0.08535172344635643,1.0,0.009016526152106207,7.651258732014259,0.8476943723145155,0.0,0.021688662379147412,99.4,0.001,500,200.64112903225808,6.826705470138385,7.651712544054967,6.830882435486795
0.003924192101625756,551,1530.846914309202,80.56886054066905,7.650994896094431,1.6789539053350233,0,7.6545291314954,-0.003924192101625756,0.0,10.42115657856944,0.008787636872052328,0.08821245034126804,1.0,0.008787636872052328,7.654524145372058,0.8384972055587636,0.0,0.29735656969297475,99.20159680638723,0.001,501,200.08450704225353,6.822781278036759,7.65496789449835,6.826705470138385
0.00403533449969995,552,1536.209827065263,54.69983721692579,7.654997276412109,1.6349004984209936,0,7.658312636479238,-0.00403533449969995,0.0,7.080134964403569,0.007574128940634056,0.07678185697146273,1.0,0.007574128940634056,7.658309316209466,0.8188507715166281,0.0,0.02847080390355802,99.8003992015968,0.001,501,200.682092555332,6.818745943537059,7.658708348486224,6.822781278036759
0.004315850952806954,553,1539.198739830352,1.8393322718851042,7.657715143334623,1.639277530122281,0,7.66099545935804,-0.004315850952806954,0.0,0.0,0.6156667902699666,0.07346973876959967,1.0,0.6156667902699666,7.660991974261436,0.8183986280068268,0.0,0.04761450993871741,100.0,0.001,500,201.0,6.814430092584252,7.661399835543146,6.818745943537059
0.004411314949538614,554,1538.0848208654375,29.547334493642445,7.659214753785225,1.670857724701002,0,7.662646695632639,-0.004411314949538614,0.0,3.784234987852663,0.008562508139493004,0.08171005507297989,1.0,0.008562508139493004,7.662642016500726,0.8394878708886866,0.0,0.16486293805923619,99.6,0.001,500,200.81451612903226,6.810018777634713,7.6630826996388395,6.814430092584252
0.004262305333421423,555,1540.2748129081997,1.8276239755130428,7.663082581694655,1.631696831593741,0,7.666347620527913,-0.004262305333421423,0.0,0.0,0.6406219071602177,0.07311856513231332,1.0,0.6406219071602177,7.666344416772546,0.847593234731925,0.0,0.029609689351289797,100.0,0.001,500,201.0,6.805756472301292,7.666742753384779,6.810018777634713
0.004038731447879584,556,1540.803432248544,1.9004372261396145,7.665720575309029,1.637201760180845,0,7.668997100257775,-0.004038731447879584,0.0,0.0,0.6303009846564267,0.07339120036748245,1.0,0.6303009846564267,7.668993688491837,0.8386238974160112,0.0,0.1308342575237244,100.0,0.001,500,201.0,6.801717740853412,7.6693987731781235,6.805756472301292
