TimestepsMean,DeltaOmega,Wins,ITERATIONS,ReturnsStd,ReturnsMean,RewardStd,Omega,NormDeltaVar,RewardMean,OmegaBefore,ConfortViolation,NormDeltaOmega,TimestepsStd,Traj
174.912,-0.11989330036952595,51.2,27,289.3770354205229,1506.1865644882291,0.4656989467209026,4.9934390859720414,0.24734616637426154,8.611110526940571,5.113332386341567,0,0.11989330036952595,32.877960034041045,250
184.976,-0.12128826545089222,70.39999999999999,28,271.9204654548466,1606.6691847554698,0.360347484638832,4.872150820521149,0.2581808269249597,8.685825105718958,4.9934390859720414,0,0.12128826545089222,30.637875644371952,250
184.056,-0.12015597725344396,65.60000000000001,29,268.39356408513004,1607.8118982717995,0.39052333307546705,4.751994843267705,0.22743186567292004,8.735449527707871,4.872150820521149,0,0.12015597725344396,30.104964108930606,250
191.48,-0.12123795315976515,76.0,30,196.3732010569801,1687.2929208305245,0.3239847767660193,4.63075689010794,0.22936567938119898,8.811849388085045,4.751994843267705,0,0.12123795315976515,21.681180779653122,250
193.064,-0.11955695639584807,84.0,31,195.4572509334254,1712.287985388208,0.2696157094762723,4.511199933712092,0.20858243779988916,8.869017452182737,4.63075689010794,0,0.11955695639584807,21.498555858475704,250
193.456,-0.11969489296119562,87.2,32,228.74805356697044,1727.6608051133694,0.2436420511490052,4.391505040750896,0.20155828972210665,8.930510323346752,4.511199933712092,0,0.11969489296119562,25.182058374962118,250
197.216,-0.1184729056730145,89.60000000000001,33,134.66030374324143,1773.4188417426453,0.2188409288405897,4.273032135077882,0.1877343610973775,8.992266559217535,4.391505040750896,0,0.1184729056730145,14.455218573235069,250
198.496,-0.11814528094192678,93.60000000000001,34,109.33696358509907,1795.6755732396887,0.1775830302330193,4.154886854135955,0.1719821138954563,9.046406845677941,4.273032135077882,0,0.11814528094192678,11.708201569839838,250
199.104,-0.11842644878068942,97.6,35,118.73308085918448,1812.232132433142,0.1194931108378396,4.036460405355266,0.16077440570206722,9.10193734145543,4.154886854135955,0,0.11842644878068942,12.750418973508285,250
199.232,-0.1176974208740118,95.19999999999999,36,95.6064369669221,1823.166863313098,0.1562611704712142,3.918762984481254,0.15395539867478583,9.150974056944154,4.036460405355266,0,0.1176974208740118,10.148604633150315,250
199.576,-0.11721756169369213,98.4,37,104.77203083823814,1835.5582685128675,0.10560872181941562,3.801545422787562,0.14369794654804882,9.197289596508934,3.918762984481254,0,0.11721756169369213,11.17372918948728,250
198.76,-0.11805659167711813,95.19999999999999,38,109.37586287895016,1836.9993098096666,0.15653036414614166,3.6834888311104437,0.12786693753932338,9.242298801618366,3.801545422787562,0,0.11805659167711813,11.476166607365023,250
198.896,-0.11857714766522065,96.0,39,116.0673857022585,1847.7433320738755,0.1445987726659283,3.564911683445223,0.12131275993123211,9.289997446272805,3.6834888311104437,0,0.11857714766522065,12.17001166803056,250
198.84,-0.1179380034052322,96.8,40,128.33783747225357,1856.4987744073399,0.1307851444190619,3.446973680039991,0.12917885235992305,9.336646421280124,3.564911683445223,0,0.1179380034052322,13.480890178322795,250
199.824,-0.1183730240315719,96.8,41,90.45564841749909,1873.407605025301,0.13176895622731005,3.328600656008419,0.12700227725286384,9.37528827881186,3.446973680039991,0,0.1183730240315719,9.402181874437446,250
199.792,-0.11740596429977135,96.0,42,89.71742826930947,1881.3462739048239,0.14426761429325952,3.2111946917086476,0.12160522449636144,9.416524555061384,3.328600656008419,0,0.11740596429977135,9.261789028044202,250
199.944,-0.11574120915467523,98.4,43,103.04117670852078,1891.244261110856,0.0978331184483193,3.0954534825539723,0.12169606583502726,9.458869789095226,3.2111946917086476,0,0.11574120915467523,10.734843454843672,250
201.0,-0.1153533133958109,100.0,44,4.00239832074001,1909.093912778037,0.04888001952863006,2.9801001691581614,0.13321922448897885,9.497979665562372,3.0954534825539723,0,0.1153533133958109,0.0,250
199.472,-0.11449474273903792,95.19999999999999,45,93.7886687421598,1900.5920100814874,0.1566030759610722,2.8656054264191235,0.12366767873709583,9.528114272085745,2.9801001691581614,0,0.11449474273903792,9.576284039229416,250
