Iterations, Theta_mean, Theta_std, Theta_low, Theta_sup, Omega_mean, Omega_std, Omega_low, Omega_sup, Ret_mean, Ret_std, Rets_low, Rets_sup
1.770000000000000000e+02,2.321808623297404173e-02,5.667963104164564815e-03,1.916346968372554388e-02,2.727270278222253957e-02,9.977175010742055372e-01,1.458886080893758872e-03,9.966738768412400917e-01,9.987611253071709827e-01,1.457480000000000018e+03,1.534834192999360525e+01,1.446500457605457768e+03,1.468459542394542268e+03
1.780000000000000000e+02,2.295481538982852704e-02,5.549973364670239898e-03,1.898460361555883574e-02,2.692502716409821834e-02,9.977831787470107239e-01,1.420616103436528202e-03,9.967669312067100051e-01,9.987994262873114426e-01,1.464599999999999909e+03,1.678398045756727797e+01,1.452593463670306164e+03,1.476606536329693654e+03
1.790000000000000000e+02,2.274136460072164259e-02,5.449001926780951653e-03,1.884338344185001665e-02,2.663934575959326853e-02,9.978526617072285276e-01,1.382160002009047992e-03,9.968639240046599514e-01,9.988413994097971038e-01,1.458270000000000209e+03,2.378478715481808692e+01,1.441255388252189050e+03,1.475284611747811368e+03
1.800000000000000000e+02,2.253347878877889898e-02,5.334251237267850256e-03,1.871758532811328840e-02,2.634937224944450956e-02,9.979170155457562918e-01,1.352317495675209444e-03,9.969496258861845206e-01,9.988844052053280631e-01,1.457409999999999854e+03,1.886575998999242998e+01,1.443914248305115052e+03,1.470905751694884657e+03
1.810000000000000000e+02,2.233377782774377540e-02,5.259478076298894876e-03,1.857137386415721320e-02,2.609618179133033761e-02,9.979833625865888180e-01,1.309551588071352843e-03,9.970465658143607968e-01,9.989201593588168393e-01,1.467990000000000009e+03,1.663769515287497569e+01,1.456088109873257281e+03,1.479891890126742737e+03
1.820000000000000000e+02,2.215925704574436134e-02,5.233379246057611595e-03,1.841552306060818128e-02,2.590299103088054139e-02,9.980495315627582187e-01,1.269462776254304823e-03,9.971414125989149779e-01,9.989576505266014594e-01,1.473679999999999836e+03,1.483474300417773328e+01,1.463067864143929683e+03,1.484292135856069990e+03
1.830000000000000000e+02,2.197961398148838216e-02,5.175684470150372467e-03,1.827715235273483230e-02,2.568207561024193203e-02,9.981119164602670901e-01,1.231448879579054995e-03,9.972309909999326205e-01,9.989928419206015597e-01,1.452969999999999800e+03,2.537033898078619387e+01,1.434821152803736595e+03,1.471118847196263005e+03
1.840000000000000000e+02,2.180457613281973350e-02,5.144739138890693821e-03,1.812425146048978614e-02,2.548490080514968087e-02,9.981751161826075691e-01,1.189683319639662368e-03,9.973240680040067474e-01,9.990261643612083908e-01,1.466990000000000236e+03,1.109814849423091765e+01,1.459050862831365066e+03,1.474929137168635407e+03
1.850000000000000000e+02,2.160381779407531330e-02,5.092836365014613911e-03,1.796062212947571388e-02,2.524701345867491273e-02,9.982286834509975781e-01,1.159214102691306404e-03,9.973994316371597169e-01,9.990579352648354394e-01,1.457389999999999873e+03,1.243780125263302772e+01,1.448492532979063299e+03,1.466287467020936447e+03
1.860000000000000000e+02,2.142179034348779681e-02,5.044600715888631140e-03,1.781310038360357437e-02,2.503048030337201926e-02,9.982805794172771030e-01,1.128287549770595104e-03,9.974734511266484249e-01,9.990877077079057811e-01,1.470529999999999973e+03,2.314031330816417409e+01,1.453976417069098488e+03,1.487083582930901457e+03
1.870000000000000000e+02,2.129057229630502285e-02,5.018874491243711065e-03,1.770028576888463268e-02,2.488085882372541302e-02,9.983366511506461816e-01,1.089591479473793565e-03,9.975572043611374840e-01,9.991160979401548792e-01,1.470119999999999891e+03,1.410211331680469371e+01,1.460031955850297891e+03,1.480208044149701891e+03
1.880000000000000000e+02,2.117496172697888243e-02,5.019116202702852449e-03,1.758450228959694550e-02,2.476542116436081936e-02,9.983895602274740488e-01,1.047911889709020978e-03,9.976399292203408375e-01,9.991391912346072601e-01,1.473400000000000091e+03,1.894217516548722102e+01,1.459849584181605451e+03,1.486950415818394731e+03
1.890000000000000000e+02,2.103961087270782293e-02,5.000058923179084326e-03,1.746278419184188468e-02,2.461643755357376118e-02,9.984345164847180376e-01,1.017079440640750176e-03,9.977069416829532633e-01,9.991620912864828119e-01,1.468400000000000091e+03,1.384911549522206897e+01,1.458492939589158141e+03,1.478307060410842041e+03
1.900000000000000000e+02,2.086275036286274961e-02,4.972167429456528925e-03,1.730587605464857168e-02,2.441962467107692755e-02,9.984791743863512536e-01,9.847033036462346425e-04,9.977747600777736592e-01,9.991835886949288481e-01,1.460600000000000136e+03,1.795939865362985799e+01,1.447752620146370646e+03,1.473447379853629627e+03
1.910000000000000000e+02,2.072019432236189493e-02,4.956266789121113910e-03,1.717469464702072596e-02,2.426569399770306390e-02,9.985231896520904149e-01,9.511408545270810984e-04,9.978427844732707941e-01,9.992035948309100357e-01,1.467219999999999800e+03,1.884095538978846562e+01,1.453741992447170333e+03,1.480698007552829267e+03
1.920000000000000000e+02,2.060108208647904240e-02,4.944281885760246423e-03,1.706415589452424386e-02,2.413800827843384095e-02,9.985716168065816856e-01,9.156451361449759142e-04,9.979166037350385432e-01,9.992266298781248279e-01,1.459460000000000036e+03,2.087664724039757402e+01,1.444525746223445822e+03,1.474394253776554251e+03
1.930000000000000000e+02,2.049051984554728714e-02,4.937540434161414096e-03,1.695841619754985888e-02,2.402262349354471541e-02,9.986196312478835546e-01,8.781146916103014068e-04,9.979914658390217630e-01,9.992477966567453462e-01,1.469079999999999927e+03,2.237832880266088154e+01,1.453071507947339114e+03,1.485088492052660740e+03
1.940000000000000000e+02,2.036356734059668189e-02,4.930008126388789672e-03,1.683685198098215999e-02,2.389028270021120379e-02,9.986613570128712869e-01,8.478712710090215805e-04,9.980548264437961725e-01,9.992678875819464013e-01,1.458749999999999773e+03,1.530223839835204735e+01,1.447803438085205926e+03,1.469696561914793620e+03
1.950000000000000000e+02,2.021520940212858525e-02,4.958889904660594011e-03,1.666783326297113788e-02,2.376258554128603262e-02,9.986984013844452113e-01,8.171615079158449672e-04,9.981138392564790074e-01,9.992829635124114152e-01,1.469480000000000018e+03,1.140024561138922365e+01,1.461324755572337153e+03,1.477635244427662883e+03
1.960000000000000000e+02,2.007333357541226521e-02,5.001123617278973275e-03,1.649574525826924196e-02,2.365092189255528846e-02,9.987349511160352744e-01,7.879591702526244669e-04,9.981712790819864400e-01,9.992986231500841088e-01,1.467059999999999945e+03,1.524225705071267178e+01,1.456156346156468317e+03,1.477963653843531574e+03
1.970000000000000000e+02,1.996618696218147374e-02,5.074160594085396631e-03,1.633635113929007843e-02,2.359602278507286904e-02,9.987725513652984111e-01,7.614995871734297865e-04,9.982278073767338888e-01,9.993172953538629333e-01,1.460309999999999945e+03,1.923816259417725050e+01,1.446547847530416902e+03,1.474072152469582988e+03
1.980000000000000000e+02,1.985371378772604611e-02,5.119011014496480105e-03,1.619179390685870565e-02,2.351563366859338658e-02,9.988102336017415928e-01,7.328722391766100217e-04,9.982859683842656429e-01,9.993344988192175427e-01,1.478639999999999873e+03,2.663201832381464129e+01,1.459588601772603624e+03,1.497691398227396121e+03
1.990000000000000000e+02,1.969322357076296742e-02,5.153366237469908691e-03,1.600672744388604435e-02,2.337971969763989050e-02,9.988462348040740846e-01,7.029017528392135202e-04,9.983434091809744171e-01,9.993490604271737521e-01,1.471579999999999927e+03,2.125463714110405178e+01,1.456375348537595073e+03,1.486784651462404781e+03
